# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = code_1_model
# start_datetime = 2022-03-23 19:37:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:\Users\PIOTRK~1\AppData\Local\Temp\tmp3unspuna\h21ige5q.json
# init = 2 (Default)
# random
#   seed = 34137
# output
#   file = C:\Users\PIOTRK~1\AppData\Local\Temp\tmp3unspuna\code_1-20220323203722.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,lambda,y_sim.1,y_sim.2,y_sim.3,y_sim.4,y_sim.5
0,0,133.755,133,116,118,120,162
0,0,126.05,138,123,129,126,119
0,0,31.0837,25,34,39,24,30
0,0,220.2,220,188,220,226,232
0,0,83.1443,88,79,68,81,87
0,0,128.668,114,136,141,110,146
0,0,34.9635,39,38,36,36,29
0,0,131.265,131,117,119,136,141
0,0,63.367,72,76,79,46,64
0,0,198.067,205,202,184,192,190
0,0,112.316,113,122,98,101,128
0,0,27.6384,23,22,32,25,26
0,0,116.979,114,116,107,117,117
0,0,33.3781,33,37,34,39,42
0,0,38.1546,51,30,42,52,42
0,0,16.4581,19,16,26,21,16
0,0,60.7087,79,52,52,62,66
0,0,147.702,144,149,165,146,170
0,0,213.525,228,228,208,200,220
0,0,64.789,65,67,62,61,68
0,0,75.6644,84,82,87,61,78
0,0,45.7805,39,47,48,35,37
0,0,61.0974,62,68,58,76,53
0,0,86.2083,92,81,92,86,85
0,0,21.2068,25,27,19,25,22
0,0,102.551,105,116,101,90,105
0,0,45.4828,48,30,40,50,46
0,0,38.077,40,54,38,35,39
0,0,194.002,208,175,201,202,220
0,0,28.8332,35,29,35,26,25
0,0,37.9666,35,38,40,44,43
0,0,1.30692,0,3,3,0,2
0,0,18.3974,23,16,10,24,18
0,0,27.0501,33,25,21,25,24
0,0,103.616,87,98,105,101,100
0,0,69.1016,78,72,69,62,69
0,0,42.7875,44,35,41,53,40
0,0,77.0476,84,77,82,86,68
0,0,23.215,23,25,17,26,20
0,0,7.37213,5,7,9,9,10
0,0,51.0504,70,54,52,42,52
0,0,137.195,153,130,148,137,151
0,0,110.881,97,103,117,112,98
0,0,220.995,235,233,225,227,213
0,0,11.1251,7,9,11,7,13
0,0,14.9998,13,20,15,13,16
0,0,94.8935,88,97,89,96,77
0,0,26.1093,24,22,25,26,21
0,0,151.168,167,148,160,144,144
0,0,54.3863,63,57,48,53,51
0,0,78.1588,68,60,86,67,79
0,0,31.6274,27,34,26,29,37
0,0,166.326,173,138,176,177,158
0,0,18.3379,25,22,17,18,21
0,0,216.161,208,230,200,222,230
0,0,81.5105,81,75,96,71,67
0,0,136.907,139,110,145,123,132
0,0,56.5479,70,57,54,56,68
0,0,59.7434,49,54,58,57,54
0,0,3.07576,1,5,3,2,5
0,0,407.194,435,433,425,423,426
0,0,76.4482,67,71,82,69,75
0,0,56.7631,55,72,54,67,68
0,0,38.7725,45,50,34,38,43
0,0,150.684,140,143,154,155,143
0,0,147.527,161,148,132,129,163
0,0,20.6237,12,19,26,21,18
0,0,47.6456,56,50,49,48,47
0,0,66.531,65,78,71,77,57
0,0,330.919,308,319,341,328,346
0,0,117.153,130,126,114,117,126
0,0,259.066,269,259,257,266,268
0,0,92.3144,76,104,100,118,105
0,0,109.083,118,112,85,105,105
0,0,8.60502,8,5,7,5,4
0,0,156.172,142,141,151,147,168
0,0,161.357,149,161,164,180,157
0,0,36.5779,34,41,34,35,51
0,0,177.486,187,185,180,157,182
0,0,172.172,209,180,159,154,169
0,0,73.3155,76,61,74,81,76
0,0,54.7057,60,52,53,50,61
0,0,93.9336,99,102,89,104,96
0,0,50.4367,55,52,54,60,43
0,0,51.4085,49,60,55,54,57
0,0,108.945,94,95,91,131,115
0,0,77.7102,82,76,81,90,82
0,0,117.021,129,125,117,131,124
0,0,199.223,199,192,205,206,199
0,0,55.0432,74,60,57,59,52
0,0,77.4083,84,60,75,74,86
0,0,61.4789,65,60,70,56,55
0,0,96.8263,99,106,82,109,110
0,0,73.4809,71,76,76,65,66
0,0,95.5754,93,108,80,98,91
0,0,59.6657,55,54,56,71,59
0,0,24.089,21,20,27,27,20
0,0,142.454,151,149,135,151,147
0,0,251.343,258,255,260,236,255
0,0,15.5545,9,17,17,14,12
0,0,215.111,225,246,211,215,219
0,0,48.4868,51,62,51,49,50
0,0,24.8576,23,20,16,20,20
0,0,79.8942,73,66,81,92,71
0,0,113.851,118,115,123,109,109
0,0,126.13,131,128,118,116,128
0,0,80.3251,81,81,74,88,103
0,0,1.57342,1,0,3,1,0
0,0,17.8518,22,10,17,24,17
0,0,52.0776,57,74,68,45,64
0,0,22.8314,14,28,16,25,26
0,0,26.4244,20,28,21,27,25
0,0,166.321,169,146,172,165,183
0,0,23.5426,20,23,15,27,24
0,0,45.929,57,54,40,38,47
0,0,191.709,190,203,177,208,187
0,0,97.9762,92,99,103,111,89
0,0,150.937,146,148,152,149,152
0,0,255.923,275,243,252,264,261
0,0,52.9138,48,58,51,57,37
0,0,64.7005,65,65,56,55,76
0,0,0.478452,0,0,2,0,0
0,0,133.004,140,136,126,130,137
0,0,135.747,119,161,125,149,169
0,0,139.954,150,132,127,127,154
0,0,49.2972,44,40,51,50,43
0,0,32.229,32,35,33,35,37
0,0,82.7111,86,79,90,80,83
0,0,187.65,213,203,184,181,163
0,0,13.9512,11,20,9,16,16
0,0,92.2619,103,77,109,87,97
0,0,32.4665,22,30,32,38,33
0,0,114.988,105,124,125,105,123
0,0,130.811,123,126,134,122,126
0,0,32.9385,30,31,30,42,31
0,0,218.531,220,245,215,218,229
0,0,97.8161,93,91,107,84,86
0,0,192.91,172,194,174,221,213
0,0,20.352,24,25,21,21,23
0,0,161.535,149,134,152,158,151
0,0,245.903,260,234,228,251,254
0,0,134.45,123,125,130,142,118
0,0,4.98419,8,5,6,8,2
0,0,160.158,169,194,156,163,142
0,0,107.605,110,108,97,98,91
0,0,155.963,169,159,130,148,137
0,0,47.716,46,58,49,55,58
0,0,44.0395,45,51,43,47,47
0,0,63.0318,56,70,61,62,77
0,0,65.808,68,52,54,71,73
0,0,247.557,239,250,247,231,231
0,0,97.5687,101,91,87,94,88
0,0,42.4668,36,33,36,41,47
0,0,15.2896,28,16,18,18,17
0,0,96.4244,93,107,116,76,108
0,0,157.181,167,159,146,126,132
0,0,58.3523,47,50,64,66,55
0,0,21.7923,18,22,26,21,27
0,0,64.5597,71,72,51,66,75
0,0,50.2681,55,52,47,49,57
0,0,2.48901,3,3,3,1,5
0,0,429.038,457,451,425,448,439
0,0,159.333,170,174,143,152,171
0,0,217.368,233,228,218,248,215
0,0,6.18595,7,2,3,9,6
0,0,3.41343,1,7,2,2,4
0,0,156.507,166,150,146,159,156
0,0,24.9318,23,26,21,30,24
0,0,187.076,183,198,212,184,159
0,0,386.612,370,390,395,402,391
0,0,146.185,136,144,153,128,160
0,0,200.705,182,240,199,205,190
0,0,56.997,55,45,60,57,63
0,0,70.014,83,70,73,56,75
0,0,221.302,235,220,229,226,216
0,0,62.949,70,55,57,57,61
0,0,212.318,201,212,230,199,199
0,0,2.7431,3,0,1,5,3
0,0,151.962,152,166,143,152,166
0,0,174.53,184,162,212,173,171
0,0,37.8087,38,31,42,32,45
0,0,48.2043,46,52,49,51,55
0,0,131.175,134,146,121,167,138
0,0,20.7598,23,19,26,24,20
0,0,25.0449,22,25,40,31,21
0,0,107.123,101,122,94,126,104
0,0,70.9832,72,61,70,61,63
0,0,123.059,120,134,131,123,122
0,0,50.7515,51,41,45,53,58
0,0,95.6222,97,98,106,86,107
0,0,42.2179,44,35,45,41,50
0,0,91.7766,93,86,99,94,110
0,0,298.95,317,311,259,282,285
0,0,95.3395,83,84,93,98,97
0,0,112.088,124,116,113,113,117
0,0,131.737,116,139,141,125,136
0,0,149.945,141,146,157,146,164
0,0,32.2089,22,33,26,37,28
0,0,266.318,272,270,268,292,265
0,0,159.151,168,159,166,148,185
0,0,26.3,28,26,21,29,34
0,0,11.2166,9,11,7,10,12
0,0,60.5734,61,57,69,62,60
0,0,76.7829,73,60,68,78,70
0,0,105.602,114,114,104,126,110
0,0,3.18001,4,3,4,2,1
0,0,93.1765,89,91,89,92,108
0,0,96.637,97,107,98,103,75
0,0,145.895,138,155,137,154,159
0,0,34.1135,39,33,42,44,43
0,0,162.868,185,180,183,142,194
0,0,46.9292,45,44,45,49,46
0,0,4.45761,6,9,5,4,5
0,0,104.574,91,97,107,108,111
0,0,241.749,247,252,203,238,252
0,0,79.8254,70,75,87,76,85
0,0,19.5599,26,21,26,14,12
0,0,33.6307,27,36,27,30,41
0,0,69.1084,71,76,81,47,72
0,0,160.119,172,149,169,161,170
0,0,97.8181,101,106,96,106,104
0,0,64.4601,62,55,60,70,61
0,0,76.3882,87,60,72,88,80
0,0,142.293,143,131,117,138,152
0,0,260.089,261,254,273,275,263
0,0,61.733,71,53,66,69,57
0,0,56.8244,59,52,64,50,46
0,0,257.865,270,260,261,267,264
0,0,137.36,150,137,135,128,145
0,0,114.109,126,114,117,109,120
0,0,15.2722,23,12,18,14,12
0,0,184.805,196,185,178,159,162
0,0,157.588,157,154,162,163,157
0,0,143.512,156,133,146,159,148
0,0,228.238,227,226,212,251,228
0,0,133.276,135,119,129,142,148
0,0,145.22,140,147,124,134,159
0,0,164.255,174,160,130,154,175
0,0,84.996,83,100,69,85,101
0,0,56.7549,46,66,69,63,61
0,0,31.7658,33,42,29,31,24
0,0,22.3348,20,34,22,22,19
0,0,286.825,300,275,252,275,276
0,0,157.141,144,163,148,155,175
0,0,74.1148,86,73,81,75,70
0,0,41.3644,52,44,36,33,28
0,0,151.348,163,168,169,149,157
0,0,165.679,193,151,161,187,147
0,0,17.2622,17,9,17,14,13
0,0,103.613,110,107,99,116,104
0,0,254.503,277,248,248,250,280
0,0,242.89,221,230,259,214,250
0,0,40.4425,33,36,48,42,31
0,0,40.5841,49,36,28,48,36
0,0,95.0481,94,83,106,87,84
0,0,33.3582,41,26,35,34,47
0,0,99.9282,94,105,105,118,109
0,0,61.7891,77,53,72,52,62
0,0,12.3967,12,12,15,11,14
0,0,77.189,77,82,84,80,60
0,0,110.301,111,101,124,112,120
0,0,252.218,237,250,269,245,277
0,0,183.741,190,208,164,184,190
0,0,250.78,249,251,267,268,233
0,0,72.0419,60,70,89,73,70
0,0,20.0521,16,14,20,21,13
0,0,80.4657,55,83,76,74,108
0,0,297.71,330,314,257,319,276
0,0,232.355,255,244,254,252,203
0,0,98.8615,93,88,93,117,90
0,0,82.3321,76,76,83,83,73
0,0,168.773,150,172,177,169,143
0,0,1.40523,3,1,1,3,5
0,0,226.767,218,244,225,225,203
0,0,32.4581,37,48,29,28,36
0,0,282.628,291,274,265,286,297
0,0,163.159,154,160,156,145,170
0,0,64.0886,54,74,58,76,70
0,0,157.061,143,160,167,158,143
0,0,160.816,159,176,140,165,152
0,0,15.9612,14,16,7,15,12
0,0,180.395,163,171,181,191,207
0,0,81.0598,83,71,81,71,73
0,0,23.3116,24,16,19,28,22
0,0,112.974,119,126,114,118,110
0,0,2.32774,3,1,9,4,1
0,0,86.8944,73,78,85,87,78
0,0,88.4052,85,102,91,95,76
0,0,72.319,55,73,73,79,70
0,0,101.746,90,87,104,111,116
0,0,89.7234,98,86,97,90,97
0,0,172.495,164,153,175,176,168
0,0,36.409,30,33,40,27,27
0,0,50.2384,68,48,45,49,64
0,0,266.319,264,253,293,278,268
0,0,161.462,161,155,155,148,160
0,0,70.2679,66,71,75,69,64
0,0,159.283,157,154,167,135,149
0,0,116.083,127,94,119,114,111
0,0,87.4085,93,77,95,82,84
0,0,110.026,122,110,105,117,102
0,0,43.0891,44,43,38,38,45
0,0,44.7709,29,46,56,39,43
0,0,28.7926,29,44,25,37,33
0,0,174.773,191,191,158,197,152
0,0,114.679,130,97,101,126,120
0,0,102.213,132,108,95,95,108
0,0,40.3727,48,44,33,47,40
0,0,158.952,156,176,164,181,171
0,0,159.543,164,169,178,157,148
# 
#  Elapsed Time: 0 seconds (Warm-up)
#                0.011 seconds (Sampling)
#                0.011 seconds (Total)
# 
